Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1657548677.814835,25,1657548677,814168748,map,-0.013781419023871422,-0.024525076150894165,0.0877877026796341,0.004409511457145233,0.002154985321883154,-0.01678422377619032,-0.9998471584130284
1657548677.8154373,26,1657548677,815138433,map,-0.013773942366242409,-0.02452985569834709,0.08778512477874756,0.0044100912232664475,0.002156043355953292,-0.016785825356433748,-0.9998470741193314
1657548677.8160267,27,1657548677,815383675,map,-0.013770596124231815,-0.02453121915459633,0.08778326958417892,0.004422065126464781,0.0021598804478471165,-0.016786204678070293,-0.9998470319724828
1657548677.8439593,28,1657548677,843374505,map,-0.013763818889856339,-0.024537304416298866,0.08778013288974762,0.004419297922442237,0.00215967695759415,-0.01678477168522091,-0.9998470319724829
1657548677.8457367,29,1657548677,844555029,map,-0.013758822344243526,-0.024538269266486168,0.08777672797441483,0.00441796502835808,0.0021572449527261697,-0.016782032140067737,-0.9998471584130285
1657548677.846794,30,1657548677,845167291,map,-0.01374891772866249,-0.02454516291618347,0.08777220547199249,0.004419698399821154,0.002162965646548952,-0.016781484231037036,-0.99984711626618
1657548677.8679419,31,1657548677,866586976,map,-0.013739876449108124,-0.024548279121518135,0.08776870369911194,0.004417933582857824,0.002166629705873305,-0.01678207428691625,-0.99984711626618
1657548677.868065,32,1657548677,867337680,map,-0.013726962730288506,-0.024556290358304977,0.08776549249887466,0.004418976305768151,0.0021683831629438722,-0.016782200727461782,-0.9998471584130285
1657548677.8692434,33,1657548677,868019736,map,-0.01371675357222557,-0.024559272453188896,0.08776267617940903,0.0044218803224122276,0.0021729582362769546,-0.016782622195946895,-0.9998470741193315
1657548677.8957791,34,1657548677,894929763,map,-0.01370425894856453,-0.024567337706685066,0.08775942027568817,0.004427557963887801,0.002168901272835527,-0.01678072558776389,-0.99984711626618
1657548677.897287,35,1657548677,895665806,map,-0.013696599751710892,-0.024570833891630173,0.08775713294744492,0.004431552118646779,0.002163925228215146,-0.016773939945153582,-0.9998471584130284
1657548677.924395,36,1657548677,923046488,map,-0.013691937550902367,-0.024570589885115623,0.087754987180233,0.004434808703556818,0.0021664638349753566,-0.016768966617029313,-0.9998472427067255
1657548677.9244049,37,1657548677,923519881,map,-0.013684121891856194,-0.024574827402830124,0.08775341510772705,0.004437522894746468,0.002168098671716423,-0.01676732288993743,-0.999847284853574
1657548677.9244134,38,1657548677,923701333,map,-0.013679834082722664,-0.02457396127283573,0.08775298297405243,0.004441440329070267,0.0021655628637703727,-0.016760031485145044,-0.9998474112941195
1657548677.9260557,39,1657548677,924794868,map,-0.013672355562448502,-0.024579066783189774,0.0877513587474823,0.00443975396122145,0.002169326939541875,-0.016758640639144118,-0.999847369147271
1657548677.9669077,40,1657548677,966152034,map,-0.013667898252606392,-0.024577671661973,0.08774933218955994,0.004439975067540005,0.0021699013549889624,-0.01675805058326507,-0.9998473691472709
1657548677.9671116,41,1657548677,966490303,map,-0.013665422797203064,-0.024571653455495834,0.08774776011705399,0.0044433474739653854,0.0021728865372436486,-0.016752402905564567,-0.999847453440968
1657548677.9680688,42,1657548677,967374800,map,-0.013663802295923233,-0.024560870602726936,0.08774761110544205,0.004439954076433814,0.0021717642950839825,-0.01674641805307603,-0.9998476220283621
1657548677.9746234,43,1657548677,973434566,map,-0.0136583736166358,-0.024555686861276627,0.08774817734956741,0.004441729512427335,0.0021707679172434046,-0.016746586640470074,-0.9998476220283621
1657548678.0053928,44,1657548678,4439228,map,-0.013648695312440395,-0.024556435644626617,0.08774818480014801,0.004438921231691107,0.0021736855163679587,-0.01673803083022235,-0.9998477484689077
1657548678.0054026,45,1657548678,4699388,map,-0.01364094577729702,-0.02455192804336548,0.08774853497743607,0.00443906677002737,0.0021729077753040306,-0.016737061452706536,-0.9998477906157561
1657548678.005541,46,1657548678,4808290,map,-0.013635563664138317,-0.02454354614019394,0.0877496600151062,0.0044424168682575425,0.002172299856405099,-0.016733478970583193,-0.9998478327626046
1657548678.035657,47,1657548678,34910225,map,-0.013625883497297764,-0.024539515376091003,0.08775025606155396,0.004446744822764004,0.0021734635045507046,-0.016734364054401818,-0.9998477906157561
1657548678.035666,48,1657548678,35105064,map,-0.013618693687021732,-0.02452884055674076,0.08775146305561066,0.004446509557738528,0.0021762532637226465,-0.0167322145651278,-0.9998478327626046
1657548678.0362885,49,1657548678,35932073,map,-0.013608336448669434,-0.024523360654711723,0.08775105327367783,0.0044479298736061195,0.002175796398470233,-0.01673360541112867,-0.9998477906157561
1657548678.061129,50,1657548678,60648511,map,-0.013601555489003658,-0.024513045325875282,0.08775094896554947,0.004448995645574226,0.0021736209790061763,-0.01673402687961384,-0.9998477906157561
1657548678.062199,51,1657548678,61237226,map,-0.013597602024674416,-0.02449672855436802,0.08775054663419724,0.004450815615640099,0.00217090407132043,-0.01673166665609721,-0.9998477906157561
1657548678.0680993,52,1657548678,67513266,map,-0.013589208014309406,-0.024485010653734207,0.08774838596582413,0.0044482216088231556,0.0021692886616423482,-0.016727789146034178,-0.9998478749094531
1657548678.0681074,53,1657548678,67727608,map,-0.013582546263933182,-0.024467814713716507,0.0877469852566719,0.004449411269476826,0.002167198770646265,-0.016730360103793362,-0.9998478327626046
1657548678.1086895,54,1657548678,108327673,map,-0.013578025624155998,-0.024447381496429443,0.0877467468380928,0.004451018611984685,0.002170440949895191,-0.016732088124582267,-0.9998477906157561
1657548678.110394,55,1657548678,109077284,map,-0.0135696055367589,-0.02443312481045723,0.08774576336145401,0.0044508896195791835,0.0021733430732238075,-0.016732888914704036,-0.9998477484689076
1657548678.1104102,56,1657548678,109349691,map,-0.013562084175646305,-0.02441371977329254,0.08774592727422714,0.004457409457162403,0.0021778881004637135,-0.016731076600217998,-0.9998477906157561
1657548678.1359532,57,1657548678,135301379,map,-0.013555280864238739,-0.02438979409635067,0.0877453088760376,0.004455629329039263,0.0021803142607491853,-0.01673213027143078,-0.9998477484689077
1657548678.1359615,58,1657548678,135436099,map,-0.013544164597988129,-0.02437102049589157,0.08774379640817642,0.00445800313503635,0.0021819819423975883,-0.016737651508585694,-0.9998477063220591
1657548678.1364472,59,1657548678,135993560,map,-0.013535336591303349,-0.024348389357328415,0.08774320036172867,0.004457137642916734,0.0021804845768225623,-0.016736639984221424,-0.9998477063220591
1657548678.1647158,60,1657548678,163559919,map,-0.013528183102607727,-0.02432231418788433,0.08774416893720627,0.004454806724630729,0.002179157938911231,-0.01674026461319339,-0.9998476220283621
1657548678.1647437,61,1657548678,164440823,map,-0.013516413979232311,-0.02430107817053795,0.08774472773075104,0.004454111383948362,0.0021745875577077675,-0.016741149697012125,-0.9998475798815136
1657548678.1653695,62,1657548678,164885948,map,-0.013507314026355743,-0.02427542582154274,0.08774576336145401,0.0044602849917565095,0.0021684330476903517,-0.016736639984221424,-0.9998477063220591
1657548678.1904414,63,1657548678,189438462,map,-0.013494834303855896,-0.02425491064786911,0.08774549514055252,0.004461932340843229,0.0021715173408934888,-0.01673756721488867,-0.9998476220283621
1657548678.1913733,64,1657548678,190011820,map,-0.013483826071023941,-0.024231232702732086,0.08774539828300476,0.004464233542308311,0.002169912220973344,-0.016735670606705666,-0.9998476641752105
1657548678.2127764,65,1657548678,212227519,map,-0.013469994068145752,-0.024213097989559174,0.08774366229772568,0.004470831664369917,0.002169838299352323,-0.01673516484452353,-0.9998476641752105
1657548678.2148674,66,1657548678,212533456,map,-0.01345832273364067,-0.024190625175833702,0.08774210512638092,0.0044707098336359405,0.0021670901931205118,-0.016731666656097155,-0.9998477063220591
1657548678.2149887,67,1657548678,213348369,map,-0.013443385250866413,-0.024174124002456665,0.08774011582136154,0.0044732254736564335,0.0021689650693347386,-0.016732846767855525,-0.9998476220283621
1657548678.2295482,68,1657548678,228916286,map,-0.01342917699366808,-0.024154111742973328,0.08773832023143768,0.00447142715324126,0.0021687660242572003,-0.01673482766973544,-0.9998476641752105
1657548678.2300038,69,1657548678,229228129,map,-0.013416057452559471,-0.024131055921316147,0.08773559331893921,0.0044678583359163745,0.0021745258191601443,-0.016734364054401873,-0.9998477063220591
1657548678.2641525,70,1657548678,263923245,map,-0.013399765826761723,-0.02411220781505108,0.08773183822631836,0.004468767209655455,0.0021685711774009015,-0.016734532641795863,-0.9998476220283621
1657548678.2645128,71,1657548678,264045104,map,-0.01338585652410984,-0.02409004420042038,0.0877295657992363,0.004465950203204495,0.0021663950993923353,-0.016732636033612913,-0.9998477484689077
1657548678.264517,72,1657548678,264091948,map,-0.013373684138059616,-0.024065399542450905,0.08772828429937363,0.004458773055884245,0.002166507381230947,-0.016729601460520216,-0.9998478327626046
1657548678.2856898,73,1657548678,284981022,map,-0.013357258401811123,-0.024046173319220543,0.08772674202919006,0.004458202427068078,0.002167456014594696,-0.016731750949794177,-0.9998477906157561
1657548678.2861848,74,1657548678,285700801,map,-0.013343000784516335,-0.024022847414016724,0.0877242162823677,0.0044576189566340055,0.0021660256559233575,-0.016732888914704036,-0.9998477484689076
1657548678.3250844,75,1657548678,324521625,map,-0.01333041675388813,-0.023995155468583107,0.08772075921297073,0.004456459342073511,0.002173432882231083,-0.016730823719126986,-0.9998477906157561
1657548678.3259573,76,1657548678,324976451,map,-0.013318395242094994,-0.023964228108525276,0.08771869540214539,0.004456450616358781,0.0021807139149474675,-0.016732593886764457,-0.999847706322059
1657548678.3259714,77,1657548678,325294589,map,-0.013302987441420555,-0.023938467726111412,0.08771630376577377,0.004458156411270582,0.0021767506294623007,-0.016729854341611283,-0.9998477484689076
1657548678.3269694,78,1657548678,325999128,map,-0.013290259055793285,-0.023908335715532303,0.087713323533535,0.004460524372685162,0.0021786902076744367,-0.016722984405303953,-0.9998478749094533
1657548678.3551955,79,1657548678,354928157,map,-0.01327386125922203,-0.023883072659373283,0.08770961314439774,0.004462949545153872,0.0021751599975213315,-0.01671973909796859,-0.9998479170563017
1657548678.3559635,80,1657548678,355425600,map,-0.013259069062769413,-0.023854080587625504,0.08770675212144852,0.004461141428889141,0.002174787672920131,-0.016721214237666426,-0.999847874909453
1657548678.3559978,81,1657548678,355502561,map,-0.013246533460915089,-0.023823430761694908,0.08770517259836197,0.004458141594019153,0.0021722610022791283,-0.016721214237666426,-0.999847874909453
1657548678.3744483,82,1657548678,373550634,map,-0.01322944276034832,-0.023799728602170944,0.08770108222961426,0.0044634836247498455,0.0021763829146726555,-0.01672180429354564,-0.9998478749094531
1657548678.3744607,83,1657548678,373764887,map,-0.013213256374001503,-0.023772869259119034,0.08769692480564117,0.0044645554882546505,0.0021793426606457203,-0.016724670279244347,-0.9998477906157561
1657548678.4038248,84,1657548678,403411274,map,-0.013193092308938503,-0.023750703781843185,0.08769183605909348,0.004466291823168011,0.0021799639150709388,-0.01672205717463665,-0.9998478749094531
1657548678.4046957,85,1657548678,404239580,map,-0.013175771571695805,-0.023724550381302834,0.087687186896801,0.0044663586654355705,0.0021812661868354745,-0.016719654804271622,-0.9998479170563016
1657548678.4047632,86,1657548678,404509034,map,-0.013160880655050278,-0.02369510568678379,0.08768250793218613,0.004466745231061757,0.00218448317675697,-0.016720160566453646,-0.9998479170563016
1657548678.4351268,87,1657548678,434667181,map,-0.01314863283187151,-0.02366223745048046,0.08767920732498169,0.0044725279103863536,0.0021849546946246857,-0.0167195705105746,-0.9998478327626046
1657548678.4358113,88,1657548678,434966589,map,-0.01313356589525938,-0.02363414876163006,0.08767528086900711,0.004472032767234414,0.002185901599309101,-0.016720244860150668,-0.9998478327626046
1657548678.435844,89,1657548678,435118849,map,-0.013120235875248909,-0.023603668436408043,0.08767268061637878,0.004482455880434511,0.00218413110239939,-0.016722605083667352,-0.9998477484689077
1657548678.4654846,90,1657548678,464545532,map,-0.013104201294481754,-0.02357916720211506,0.08766914159059525,0.004480230329269782,0.0021837119388200587,-0.016719739097968644,-0.9998478327626046
1657548678.4655142,91,1657548678,464808137,map,-0.013091091997921467,-0.02355184219777584,0.08766567707061768,0.004482206209747921,0.0021840165979730643,-0.016713332776994938,-0.9998479170563017
1657548678.4655266,92,1657548678,465068310,map,-0.013074620626866817,-0.023528538644313812,0.08766083419322968,0.004478743911997202,0.0021886846907178997,-0.016714007126571118,-0.9998479170563017
1657548678.4949706,93,1657548678,494571765,map,-0.013059809803962708,-0.02350248023867607,0.08765684813261032,0.004473892414606893,0.0021870133047566394,-0.016711098994023843,-0.9998479592031502
1657548678.4957755,94,1657548678,494968572,map,-0.013047389686107635,-0.02347274124622345,0.08765458315610886,0.0044777264607323685,0.0021952457696509317,-0.016711604756205978,-0.9998479592031502
1657548678.496076,95,1657548678,495805789,map,-0.0130306426435709,-0.02344849891960621,0.08765264600515366,0.00447363064316497,0.0022000343760407277,-0.016713332776994938,-0.9998479170563017
1657548678.5150442,96,1657548678,514487735,map,-0.013016123324632645,-0.023420678451657295,0.08765076100826263,0.004470680199133081,0.0021966008896122328,-0.01671421786081373,-0.9998479592031502
1657548678.515285,97,1657548678,514780350,map,-0.012997201643884182,-0.02339884452521801,0.08764858543872833,0.004469478520042139,0.0021940482064631652,-0.016709581707477494,-0.9998480434968473
1657548678.545503,98,1657548678,543854282,map,-0.012981745414435863,-0.023373376578092575,0.0876481756567955,0.004468073597652422,0.0021940036723908127,-0.016707727246143,-0.9998480434968472
1657548678.545559,99,1657548678,544483755,map,-0.01296937931329012,-0.023345135152339935,0.08764870464801788,0.004467536143015844,0.0021955809688054945,-0.016703470414443422,-0.9998481699373927
1657548678.5458934,100,1657548678,544867939,map,-0.012958992272615433,-0.02331284061074257,0.0876496285200119,0.004466028405364818,0.0021959388877455834,-0.01670688430917272,-0.9998481277905442
1657548678.575149,101,1657548678,574512019,map,-0.012946243397891521,-0.023285625502467155,0.0876496285200119,0.0044627054720956,0.0021951953086780072,-0.01670903379844685,-0.9998480856436958
1657548678.5758433,102,1657548678,574755048,map,-0.012936010956764221,-0.0232559647411108,0.08764982223510742,0.004463951191350513,0.002194164274932697,-0.01671135187511491,-0.9998480434968472
1657548678.5758584,103,1657548678,574926894,map,-0.01292162761092186,-0.02323220483958721,0.08764950186014175,0.004463196581662428,0.002195840846931957,-0.016711520462508955,-0.9998480434968472
1657548678.6014645,104,1657548678,600737719,map,-0.012911106459796429,-0.023204339668154716,0.0876503735780716,0.0044643575133119385,0.0021924039854628588,-0.016711562609357467,-0.9998480013499986
1657548678.6014757,105,1657548678,601091509,map,-0.012896548956632614,-0.0231824591755867,0.08765001595020294,0.004462801372639575,0.002192445473766862,-0.016717884636634095,-0.9998479170563017
1657548678.6021833,106,1657548678,601376760,map,-0.012886222451925278,-0.023159123957157135,0.08765040338039398,0.004463606443300584,0.002194580804333996,-0.016717547461846005,-0.9998479170563017
1657548678.6362038,107,1657548678,635028412,map,-0.012879005633294582,-0.023135298863053322,0.08765169978141785,0.004463971276958007,0.0021951833725588,-0.01672070847548429,-0.999847874909453
1657548678.6362138,108,1657548678,635321401,map,-0.012867402285337448,-0.02311727963387966,0.08765286952257156,0.0044636072664812195,0.0021936158719936746,-0.016725007454032437,-0.9998477906157561
1657548678.6362514,109,1657548678,635707348,map,-0.012858358211815357,-0.023096302524209023,0.0876549780368805,0.004464983295230649,0.002188792362744955,-0.016724290957607746,-0.9998478327626046
1657548678.6670651,110,1657548678,666480152,map,-0.012851704843342304,-0.02307301014661789,0.08765751123428345,0.004465519679732401,0.0021864594688254264,-0.016727156943306565,-0.9998477484689076
1657548678.6684241,111,1657548678,666902706,map,-0.012848125770688057,-0.023048484697937965,0.08766141533851624,0.004464049890708648,0.00218432833647953,-0.01672627185948783,-0.9998477906157561
1657548678.668442,112,1657548678,667623624,map,-0.012841095216572285,-0.023029528558254242,0.08766452968120575,0.004466052771511613,0.002185437737021291,-0.01672833705506488,-0.9998477484689076
1657548678.6874588,113,1657548678,685963734,map,-0.01283597107976675,-0.02300788275897503,0.08766921609640121,0.004462306147169573,0.0021839160052994702,-0.016728168467670834,-0.9998477484689076
1657548678.6874695,114,1657548678,686355293,map,-0.012831149622797966,-0.022983770817518234,0.08767513185739517,0.004454504123429311,0.0021858839832435127,-0.01672475457294137,-0.9998478749094531
1657548678.714005,115,1657548678,712702471,map,-0.01282238494604826,-0.022963929921388626,0.08768010884523392,0.00444943135508432,0.0021851253399703167,-0.016724459545001846,-0.9998479170563017
1657548678.7140386,116,1657548678,713023689,map,-0.012817032635211945,-0.022942282259464264,0.0876850038766861,0.004449544542421629,0.002184478073037033,-0.01671990768536269,-0.9998480013499986
1657548678.714091,117,1657548678,713107813,map,-0.012813804671168327,-0.02291993983089924,0.08769045770168304,0.004444911517171844,0.002181095953080161,-0.016715566559966033,-0.9998480434968472
1657548678.7484431,118,1657548678,747597306,map,-0.012807278893887997,-0.02290288731455803,0.08769568800926208,0.004440652792156783,0.002177062285650703,-0.016717673902391594,-0.9998480434968471
1657548678.7487612,119,1657548678,748025733,map,-0.012801562435925007,-0.022883877158164978,0.08770105987787247,0.004443013262627584,0.002176212516281215,-0.016718011077179684,-0.9998480434968471
1657548678.7489703,120,1657548678,748312609,map,-0.012796715833246708,-0.02286369726061821,0.08770677447319031,0.004449165385421158,0.0021741703697619606,-0.016715018650935387,-0.9998480856436958
1657548678.780567,121,1657548678,779276807,map,-0.012796025723218918,-0.022843264043331146,0.08771293610334396,0.004454057465616772,0.0021694613649395665,-0.01670823300832508,-0.9998481277905442
1657548678.7805858,122,1657548678,779541978,map,-0.012791913002729416,-0.02282804064452648,0.08771724998950958,0.004450142583152941,0.0021700538903606246,-0.016708275155173646,-0.9998481699373928
1657548678.7809255,123,1657548678,779847545,map,-0.012790014035999775,-0.022810643538832664,0.08772160857915878,0.004454542895237218,0.002167729969110017,-0.0167039761766255,-0.9998482542310898
1657548678.806579,124,1657548678,805835243,map,-0.012790181674063206,-0.022791048511862755,0.08772571384906769,0.004457757333298745,0.0021688810225919068,-0.01670549346317196,-0.9998481699373927
1657548678.8076968,125,1657548678,806379388,map,-0.012785823084414005,-0.02277635596692562,0.08772967755794525,0.004454117969393442,0.002178651435866529,-0.01670094160353275,-0.9998482542310898
1657548678.8077083,126,1657548678,806517144,map,-0.012785183265805244,-0.022759635001420975,0.08773347735404968,0.004452792977843381,0.00217892209765931,-0.0166956732474689,-0.9998483806716354
1657548678.8371913,127,1657548678,836486665,map,-0.012781849130988121,-0.022747274488210678,0.08773615956306458,0.004455011861244965,0.002182974533607245,-0.01669171144370879,-0.9998483806716352
1657548678.8377087,128,1657548678,836695667,map,-0.012782653793692589,-0.022731224074959755,0.0877399742603302,0.004457850517346625,0.002183890239745595,-0.016691247828375222,-0.9998484228184839
1657548678.8377182,129,1657548678,836818022,map,-0.012786994688212872,-0.022713059559464455,0.0877445861697197,0.00445344320822695,0.0021850588269750103,-0.01668635879394803,-0.9998485071121808
1657548678.8673863,130,1657548678,866766344,map,-0.012788400985300541,-0.022700004279613495,0.08774740993976593,0.004459018281395405,0.002188380031564894,-0.016681511906369184,-0.9998485492590293
1657548678.8680282,131,1657548678,866997517,map,-0.012793191708624363,-0.022684313356876373,0.08775085210800171,0.004460332818551402,0.0021895929882305345,-0.016685431563280728,-0.9998485071121808
1657548678.8680456,132,1657548678,867106728,map,-0.012794223614037037,-0.022673510015010834,0.08775360882282257,0.004456209342114668,0.0021883802785190847,-0.01668496794794716,-0.9998485492590292
1657548678.8856077,133,1657548678,884750532,map,-0.012798412702977657,-0.022661110386252403,0.08775708079338074,0.004453047505295716,0.0021885542989053194,-0.01668496794794716,-0.9998485492590292
1657548678.88562,134,1657548678,884893147,map,-0.012805810198187828,-0.022647108882665634,0.08776182681322098,0.004452615747052671,0.002189491819330496,-0.016684504332613537,-0.9998485071121808
1657548678.924231,135,1657548678,922475810,map,-0.012809570878744125,-0.022639481350779533,0.08776479959487915,0.004456989881992755,0.0021941753055532056,-0.016686274500250953,-0.9998485071121808
1657548678.9242704,136,1657548678,922760943,map,-0.012812642380595207,-0.02263087034225464,0.08777021616697311,0.0044551910676692,0.0021946036887556483,-0.016683324220855222,-0.9998485071121809
1657548678.9242933,137,1657548678,923000883,map,-0.01281854510307312,-0.02262146957218647,0.08777301013469696,0.004452568084893905,0.0021869968411439397,-0.016679278123398145,-0.9998486756995748
1657548678.954736,138,1657548678,954383328,map,-0.012826728634536266,-0.02260851301252842,0.08777741342782974,0.0044531954308558224,0.00218390588017766,-0.01668707529037272,-0.9998484649653323
1657548678.9552822,139,1657548678,954524684,map,-0.012838391587138176,-0.02259393408894539,0.0877830907702446,0.004456040919356752,0.002177091343927118,-0.016685937325462863,-0.9998485071121808
1657548678.9552886,140,1657548678,954578470,map,-0.01284695789217949,-0.022585254162549973,0.0877876877784729,0.004459080596169473,0.0021816835394174085,-0.0166794888576407,-0.9998486335527264
1657548678.9658961,141,1657548678,965388525,map,-0.012856770306825638,-0.022574974223971367,0.0877927839756012,0.004456191643731016,0.0021737236296313577,-0.01667995247297427,-0.9998485914058778
1657548678.9670522,142,1657548678,965987926,map,-0.012868295423686504,-0.022562408819794655,0.08779797703027725,0.0044584811560310815,0.002176623448054196,-0.01668033179461087,-0.9998485492590292
1657548678.9918315,143,1657548678,991147230,map,-0.012876139022409916,-0.02255462296307087,0.08780142664909363,0.004451544459774309,0.0021818920510722484,-0.01668016320721688,-0.9998486335527264
1657548678.992904,144,1657548678,991879910,map,-0.01288688462227583,-0.02254541404545307,0.08780525624752045,0.004449068332424294,0.002182698768094527,-0.016681722640611796,-0.9998485914058779
1657548679.0241458,145,1657548679,23500061,map,-0.012900562025606632,-0.022535966709256172,0.0878092348575592,0.0044488136403358315,0.0021863989650487553,-0.016683450661400756,-0.9998485492590292
1657548679.0245514,146,1657548679,23812457,map,-0.012910553254187107,-0.022532818838953972,0.08781205862760544,0.004447846073817478,0.0021871505289684902,-0.01668589517861435,-0.9998485492590293
1657548679.024559,147,1657548679,23916967,map,-0.012922997586429119,-0.022528091445565224,0.08781560510396957,0.004445035076585154,0.002191666497931982,-0.016688213255282525,-0.9998485071121808
1657548679.0508344,148,1657548679,50315208,map,-0.012932059355080128,-0.02252952568233013,0.08781983703374863,0.004449843933218571,0.002194598173445394,-0.01669377663928584,-0.9998483385247867
1657548679.0512385,149,1657548679,50608517,map,-0.012944024056196213,-0.022529086098074913,0.08782400190830231,0.004445275856920885,0.0021899242361180502,-0.016696263303348002,-0.9998483806716353
1657548679.0517883,150,1657548679,50800210,map,-0.012958716601133347,-0.022526074200868607,0.08782755583524704,0.004443883529194882,0.002187961938120389,-0.016694366695164997,-0.9998484228184839
1657548679.0671175,151,1657548679,66496324,map,-0.012975252233445644,-0.02252042666077614,0.08783130347728729,0.004439714201596781,0.0021868569827540574,-0.016687833933645924,-0.9998485492590292
1657548679.0671287,152,1657548679,66745936,map,-0.012986451387405396,-0.02251998893916607,0.08783382922410965,0.004432775776660675,0.0021890262283633523,-0.016684082864128424,-0.9998485914058778
1657548679.0925891,153,1657548679,91784082,map,-0.012999264523386955,-0.02251756377518177,0.08783649653196335,0.00443411262201188,0.0021887285662457443,-0.016683703542491823,-0.9998486335527264
